PersonID,Age,Sex,RuralStatus
13821229,Between 35 and 49 years old,Male,Small metro
13821484,12 or 13 years old,Female,Nonmetro
13822362,24 or 25 years old,Male,Small metro
13823117,65 years old or older,Female,Large Metro
13824569,Between 26 and 29 years old,Female,Large Metro
13824985,Between 18 and 20 years old,Male,Nonmetro
13825245,24 or 25 years old,Female,Small metro
13825327,Between 35 and 49 years old,Female,Large Metro
13825431,Between 18 and 20 years old,Male,Small metro
13825463,Between 35 and 49 years old,Male,Nonmetro
13825615,Between 18 and 20 years old,Female,Small metro
13825787,14 or 15 years old,Male,Large Metro
13826883,24 or 25 years old,Female,Small metro
13827511,Between 26 and 29 years old,Male,Small metro
13829492,65 years old or older,Female,Nonmetro
13829701,12 or 13 years old,Male,Large Metro
13830244,Between 50 and 64 years old,Female,Small metro
13832454,Between 26 and 29 years old,Female,Large Metro
13834264,Between 21 and 23 years old,Female,Small metro
13834935,Between 26 and 29 years old,Male,Small metro
13835388,16 or 17 years old,Female,Small metro
13835737,24 or 25 years old,Female,Small metro
13836498,Between 21 and 23 years old,Female,Small metro
13837712,12 or 13 years old,Female,Small metro
13838241,Between 26 and 29 years old,Male,Small metro
13838363,Between 50 and 64 years old,Male,Large Metro
13838651,Between 35 and 49 years old,Female,Small metro
13839019,Between 35 and 49 years old,Female,Nonmetro
13839045,Between 26 and 29 years old,Female,Small metro
13839162,24 or 25 years old,Female,Nonmetro
13839676,16 or 17 years old,Female,Small metro
13839998,12 or 13 years old,Male,Large Metro
13840188,Between 35 and 49 years old,Female,Small metro
13841849,Between 18 and 20 years old,Female,Small metro
13841882,Between 35 and 49 years old,Female,Large Metro
13842308,Between 30 and 34 years old,Male,Nonmetro
13843030,16 or 17 years old,Male,Large Metro
13843228,Between 26 and 29 years old,Female,Small metro
13843299,Between 21 and 23 years old,Male,Small metro
13844101,Between 35 and 49 years old,Female,Large Metro
13846609,65 years old or older,Male,Small metro
13846866,12 or 13 years old,Female,Large Metro
13847040,Between 18 and 20 years old,Female,Small metro
13847981,24 or 25 years old,Female,Large Metro
13850973,Between 18 and 20 years old,Female,Large Metro
13852109,Between 50 and 64 years old,Female,Large Metro
13852270,Between 30 and 34 years old,Male,Nonmetro
13852407,Between 35 and 49 years old,Female,Small metro
13852690,Between 35 and 49 years old,Male,Nonmetro
13858471,Between 30 and 34 years old,Male,Small metro
13858537,Between 35 and 49 years old,Female,Large Metro
13859517,Between 18 and 20 years old,Male,Nonmetro
13860388,12 or 13 years old,Male,Small metro
13860777,Between 21 and 23 years old,Male,Large Metro
13862484,Between 35 and 49 years old,Male,Small metro
13865728,Between 30 and 34 years old,Female,Large Metro
13866412,65 years old or older,Male,Large Metro
13866460,Between 35 and 49 years old,Female,Small metro
13866525,16 or 17 years old,Male,Small metro
13867138,Between 50 and 64 years old,Female,Large Metro
13867881,Between 21 and 23 years old,Male,Nonmetro
13867894,Between 35 and 49 years old,Male,Small metro
13868418,16 or 17 years old,Female,Small metro
13868584,24 or 25 years old,Male,Small metro
13870023,Between 50 and 64 years old,Female,Small metro
13870474,Between 21 and 23 years old,Male,Large Metro
13870579,Between 35 and 49 years old,Female,Small metro
13870946,Between 30 and 34 years old,Male,Large Metro
13871288,Between 30 and 34 years old,Male,Small metro
13871327,Between 18 and 20 years old,Female,Nonmetro
13871735,Between 21 and 23 years old,Male,Large Metro
13874019,Between 30 and 34 years old,Female,Nonmetro
13874972,Between 35 and 49 years old,Male,Nonmetro
13875445,Between 35 and 49 years old,Male,Nonmetro
13875584,Between 30 and 34 years old,Female,Large Metro
13875879,12 or 13 years old,Male,Large Metro
13876568,Between 30 and 34 years old,Female,Small metro
13878968,Between 30 and 34 years old,Female,Large Metro
13879623,65 years old or older,Male,Large Metro
13880402,Between 50 and 64 years old,Male,Large Metro
13880976,Between 35 and 49 years old,Male,Small metro
13882319,Between 35 and 49 years old,Male,Large Metro
13882470,Between 35 and 49 years old,Male,Small metro
13882964,Between 35 and 49 years old,Female,Small metro
13884049,14 or 15 years old,Female,Large Metro
13884072,Between 35 and 49 years old,Male,Large Metro
13884702,Between 18 and 20 years old,Male,Small metro
13886923,Between 35 and 49 years old,Male,Large Metro
13887913,Between 30 and 34 years old,Male,Large Metro
13888746,12 or 13 years old,Male,Nonmetro
13889327,Between 30 and 34 years old,Male,Large Metro
13890678,Between 35 and 49 years old,Female,Large Metro
13893524,12 or 13 years old,Female,Small metro
13894172,14 or 15 years old,Male,Small metro
13894559,14 or 15 years old,Male,Nonmetro
13894624,14 or 15 years old,Female,Small metro
13895826,Between 50 and 64 years old,Male,Small metro
13896557,Between 18 and 20 years old,Male,Large Metro
13897395,Between 50 and 64 years old,Male,Large Metro
13897581,Between 21 and 23 years old,Female,Nonmetro
13898065,24 or 25 years old,Male,Large Metro
13898345,Between 35 and 49 years old,Female,Nonmetro
13898580,Between 35 and 49 years old,Female,Nonmetro
13898663,65 years old or older,Male,Nonmetro
13899507,Between 35 and 49 years old,Male,Large Metro
13899565,24 or 25 years old,Female,Small metro
13899628,12 or 13 years old,Female,Nonmetro
13900169,Between 35 and 49 years old,Female,Small metro
13900389,Between 35 and 49 years old,Female,Small metro
13900542,14 or 15 years old,Female,Large Metro
13901103,65 years old or older,Male,Small metro
13901240,Between 30 and 34 years old,Female,Small metro
13902073,Between 50 and 64 years old,Female,Large Metro
13902351,Between 21 and 23 years old,Female,Small metro
13902580,Between 35 and 49 years old,Male,Large Metro
13903464,Between 35 and 49 years old,Male,Small metro
13905170,Between 30 and 34 years old,Female,Small metro
13905234,Between 30 and 34 years old,Female,Large Metro
13905365,Between 26 and 29 years old,Female,Large Metro
13905575,14 or 15 years old,Female,Nonmetro
13905749,Between 50 and 64 years old,Female,Nonmetro
13906618,Between 35 and 49 years old,Female,Large Metro
13906681,Between 18 and 20 years old,Female,Small metro
13907572,Between 50 and 64 years old,Female,Small metro
13908156,Between 30 and 34 years old,Female,Large Metro
13908943,Between 21 and 23 years old,Male,Large Metro
13909336,16 or 17 years old,Male,Nonmetro
13909991,Between 26 and 29 years old,Male,Large Metro
13910012,14 or 15 years old,Male,Small metro
13910329,14 or 15 years old,Male,Small metro
13913110,24 or 25 years old,Female,Small metro
13913652,Between 21 and 23 years old,Male,Small metro
13913838,Between 35 and 49 years old,Female,Large Metro
13913955,24 or 25 years old,Male,Large Metro
13915512,Between 35 and 49 years old,Female,Large Metro
13915931,16 or 17 years old,Female,Nonmetro
13917917,24 or 25 years old,Female,Large Metro
13918561,12 or 13 years old,Female,Small metro
13918861,Between 50 and 64 years old,Female,Small metro
13920761,Between 30 and 34 years old,Male,Small metro
13920874,24 or 25 years old,Male,Small metro
13923812,Between 21 and 23 years old,Male,Large Metro
13925845,14 or 15 years old,Male,Large Metro
13927421,65 years old or older,Male,Large Metro
13928054,24 or 25 years old,Male,Small metro
13929674,Between 35 and 49 years old,Female,Small metro
13929809,24 or 25 years old,Female,Small metro
13930323,24 or 25 years old,Female,Large Metro
13930773,Between 35 and 49 years old,Female,Nonmetro
13934947,65 years old or older,Male,Large Metro
13935227,Between 21 and 23 years old,Male,Small metro
13936071,Between 30 and 34 years old,Male,Small metro
13936411,Between 30 and 34 years old,Female,Large Metro
13937255,Between 35 and 49 years old,Male,Large Metro
13937327,Between 21 and 23 years old,Male,Large Metro
13937601,Between 35 and 49 years old,Female,Small metro
13938018,Between 21 and 23 years old,Male,Large Metro
13938173,Between 35 and 49 years old,Female,Large Metro
13938228,Between 21 and 23 years old,Male,Small metro
13938486,16 or 17 years old,Female,Large Metro
13938781,65 years old or older,Female,Large Metro
13939672,Between 30 and 34 years old,Female,Small metro
13939985,Between 30 and 34 years old,Female,Large Metro
13940063,16 or 17 years old,Male,Small metro
13940654,Between 21 and 23 years old,Male,Large Metro
13940792,Between 35 and 49 years old,Male,Small metro
13942997,Between 26 and 29 years old,Male,Large Metro
13943112,12 or 13 years old,Female,Small metro
13943751,Between 35 and 49 years old,Female,Small metro
13943940,Between 18 and 20 years old,Male,Nonmetro
13944334,24 or 25 years old,Male,Small metro
13946349,16 or 17 years old,Female,Small metro
13946591,14 or 15 years old,Female,Large Metro
13947324,12 or 13 years old,Male,Small metro
13948626,Between 35 and 49 years old,Male,Large Metro
13950809,65 years old or older,Male,Large Metro
13951819,Between 50 and 64 years old,Male,Large Metro
13952026,12 or 13 years old,Female,Large Metro
13952721,Between 50 and 64 years old,Female,Large Metro
13952849,Between 50 and 64 years old,Female,Large Metro
13953097,Between 35 and 49 years old,Female,Large Metro
13955456,Between 26 and 29 years old,Male,Large Metro
13955507,Between 18 and 20 years old,Male,Small metro
13955723,16 or 17 years old,Male,Small metro
13956588,24 or 25 years old,Male,Nonmetro
13957422,Between 21 and 23 years old,Male,Large Metro
13957927,16 or 17 years old,Male,Large Metro
13959412,Between 50 and 64 years old,Male,Small metro
13959674,Between 35 and 49 years old,Male,Large Metro
13960854,Between 35 and 49 years old,Male,Large Metro
13960925,Between 21 and 23 years old,Female,Large Metro
13962491,Between 30 and 34 years old,Female,Small metro
13963088,65 years old or older,Male,Small metro
13965178,65 years old or older,Male,Small metro
13965940,Between 18 and 20 years old,Female,Large Metro
13966623,Between 26 and 29 years old,Female,Nonmetro
13966644,Between 35 and 49 years old,Female,Large Metro
13967843,12 or 13 years old,Female,Small metro
13968590,Between 35 and 49 years old,Male,Large Metro
13971032,Between 50 and 64 years old,Female,Small metro
13973668,14 or 15 years old,Female,Nonmetro
13974186,Between 18 and 20 years old,Female,Large Metro
13975187,Between 50 and 64 years old,Male,Small metro
13977402,24 or 25 years old,Male,Nonmetro
13978044,24 or 25 years old,Male,Large Metro
13978446,14 or 15 years old,Male,Nonmetro
13978911,Between 50 and 64 years old,Male,Small metro
13979630,Between 21 and 23 years old,Male,Large Metro
13980235,24 or 25 years old,Female,Small metro
13980650,Between 18 and 20 years old,Female,Large Metro
13981506,Between 26 and 29 years old,Male,Small metro
13982344,Between 18 and 20 years old,Male,Nonmetro
13982468,16 or 17 years old,Female,Small metro
13983148,16 or 17 years old,Female,Large Metro
13983415,14 or 15 years old,Female,Large Metro
13984585,16 or 17 years old,Male,Large Metro
13984701,12 or 13 years old,Female,Large Metro
13986622,Between 50 and 64 years old,Male,Nonmetro
13986668,14 or 15 years old,Male,Small metro
13986945,Between 35 and 49 years old,Female,Large Metro
13987544,Between 21 and 23 years old,Female,Small metro
13989343,Between 21 and 23 years old,Female,Small metro
13989515,Between 18 and 20 years old,Female,Nonmetro
13990926,14 or 15 years old,Female,Large Metro
13993280,Between 50 and 64 years old,Female,Small metro
13994108,16 or 17 years old,Female,Nonmetro
13998583,16 or 17 years old,Female,Small metro
13999157,Between 35 and 49 years old,Male,Large Metro
13999203,Between 21 and 23 years old,Female,Large Metro
13999374,Between 35 and 49 years old,Female,Large Metro
14001855,Between 50 and 64 years old,Female,Large Metro
14002177,Between 35 and 49 years old,Female,Large Metro
14002235,24 or 25 years old,Female,Small metro
14002517,Between 30 and 34 years old,Male,Small metro
14003946,12 or 13 years old,Female,Nonmetro
14005165,65 years old or older,Male,Small metro
14005370,Between 35 and 49 years old,Male,Large Metro
14005442,12 or 13 years old,Female,Large Metro
14005739,12 or 13 years old,Female,Large Metro
14006581,Between 35 and 49 years old,Male,Large Metro
14009141,Between 26 and 29 years old,Female,Large Metro
14010282,14 or 15 years old,Female,Nonmetro
14010636,Between 50 and 64 years old,Female,Large Metro
14011772,65 years old or older,Female,Nonmetro
14012167,12 or 13 years old,Male,Large Metro
14013172,65 years old or older,Male,Small metro
14013372,Between 21 and 23 years old,Male,Large Metro
14015232,Between 21 and 23 years old,Male,Large Metro
14016353,Between 50 and 64 years old,Female,Small metro
14016576,Between 35 and 49 years old,Female,Small metro
14017053,16 or 17 years old,Female,Small metro
14018889,Between 35 and 49 years old,Male,Small metro
14020272,Between 30 and 34 years old,Male,Small metro
14021418,Between 35 and 49 years old,Male,Small metro
14021521,12 or 13 years old,Female,Small metro
14021569,Between 30 and 34 years old,Male,Large Metro
14023308,65 years old or older,Female,Large Metro
14025375,24 or 25 years old,Male,Large Metro
14025773,Between 26 and 29 years old,Male,Large Metro
14027161,Between 30 and 34 years old,Male,Small metro
